Tarih,Bölge,Ürün Kategorisi,Ürün Adı,Birim Fiyat (TL),Satış Miktarı,Toplam Tutar (TL),Müşteri Segmenti,Ödeme Yöntemi,Müşteri Yaşı,Cinsiyet,Sipariş Durumu,Müşteri Memnuniyeti,İndirim Oranı
2024-06-05,İstanbul,Giyim,Ceket,1090.85,5,5454.25,Bireysel,Kredi Kartı,53.0,Kadın,Tamamlandı,4.0,0.0
2024-06-06,Trabzon,Ev & Yaşam,Mum,1371.12,1,1371.12,Bireysel,Kredi Kartı,55.0,Erkek,Tamamlandı,3.2,0.0
2024-06-06,Adana,Ev & Yaşam,Havlu Seti,398.22,3,1194.66,Kurumsal,Havale/EFT,24.0,Erkek,Tamamlandı,3.1,0.0
2024-06-07,İzmir,Spor,Spor Çantası,1317.35,6,7904.1,Kurumsal,Kapıda Ödeme,24.0,Erkek,Tamamlandı,5.0,0.0
2024-06-07,İstanbul,Gıda,Bal,245.36,1,245.36,Bireysel,Kredi Kartı,18.0,Kadın,İade Edildi,3.7,0.0
2024-06-08,Ankara,Kozmetik,Parfüm,1133.86,7,7937.02,Kurumsal,Kapıda Ödeme,32.0,Kadın,Tamamlandı,3.1,0.0
2024-06-08,İzmir,Elektronik,Kulaklık,17083.37,2,34166.74,Bireysel,Kredi Kartı,39.0,Kadın,Tamamlandı,3.2,0.0
2024-06-08,Antalya,Elektronik,Akıllı Telefon,6800.23,3,20400.69,Kurumsal,Kapıda Ödeme,18.0,Kadın,Tamamlandı,4.7,0.0
2024-06-09,Antalya,Gıda,Bal,53.03,1,53.03,Kurumsal,Banka Kartı,29.0,Kadın,Tamamlandı,3.8,0.0
2024-06-09,İstanbul,Kitap & Kırtasiye,Kalem Seti,282.46,1,282.46,Kurumsal,Kredi Kartı,56.0,Erkek,Tamamlandı,3.8,0.0
2024-06-09,Konya,Giyim,Tişört,1127.47,2,2254.94,Bireysel,Banka Kartı,42.0,Kadın,Tamamlandı,4.9,0.14
2024-06-09,İzmir,Gıda,Bal,418.4,2,836.8,Premium,Havale/EFT,49.0,Kadın,Tamamlandı,4.3,0.05
2024-06-09,Konya,Spor,Pilates Bandı,2908.32,3,8724.96,Premium,Kredi Kartı,27.0,Erkek,Tamamlandı,3.8,0.26
2024-06-10,Ankara,Elektronik,Kulaklık,1133.05,2,2266.1,Bireysel,Havale/EFT,18.0,Kadın,Tamamlandı,3.3,0.0
2024-06-10,Gaziantep,Gıda,Kahve,220.65,2,441.3,Bireysel,Banka Kartı,54.0,Kadın,İade Edildi,,0.0
2024-06-11,Gaziantep,Gıda,Çay,141.26,3,423.78,Bireysel,Kapıda Ödeme,50.0,Kadın,İade Edildi,4.6,0.0
2024-06-11,İzmir,Gıda,Kahve,236.39,4,945.56,Bireysel,Kapıda Ödeme,45.0,Kadın,Tamamlandı,4.5,0.0
2024-06-13,Gaziantep,Gıda,Kahve,305.53,1,305.53,Kurumsal,Banka Kartı,58.0,Kadın,Beklemede,4.2,0.0
2024-06-13,Konya,Ev & Yaşam,Havlu Seti,691.85,1,691.85,Bireysel,Havale/EFT,24.0,Kadın,İptal Edildi,3.4,0.0
2024-06-13,Trabzon,Giyim,Pantolon,140.06,5,700.3,Premium,Kredi Kartı,21.0,Kadın,Tamamlandı,3.7,0.0
2024-06-14,İstanbul,Giyim,Ayakkabı,1194.83,4,4779.32,Bireysel,Kredi Kartı,35.0,Kadın,Tamamlandı,4.1,0.0
2024-06-15,İzmir,Ev & Yaşam,Havlu Seti,639.18,2,1278.36,Kurumsal,Havale/EFT,38.0,Erkek,Tamamlandı,3.6,0.17
2024-06-15,Gaziantep,Kozmetik,Göz Farı,135.78,1,135.78,Bireysel,Banka Kartı,21.0,Kadın,İptal Edildi,4.2,0.1
2024-06-16,Bursa,Kitap & Kırtasiye,Roman,274.23,2,548.46,Bireysel,Kredi Kartı,24.0,Erkek,Tamamlandı,4.0,0.0
2024-06-16,Antalya,Gıda,Kahve,275.94,5,1379.7,Kurumsal,Havale/EFT,18.0,Erkek,Tamamlandı,3.0,0.28
2024-06-16,İstanbul,Kozmetik,Göz Farı,597.01,3,1791.03,Kurumsal,Kapıda Ödeme,37.0,Erkek,Beklemede,4.2,0.0
2024-06-16,İstanbul,Ev & Yaşam,Nevresim Takımı,145.16,1,145.16,Kurumsal,Banka Kartı,21.0,Kadın,Tamamlandı,5.0,0.25
2024-06-18,Antalya,Spor,Dambıl Seti,2056.76,1,2056.76,Kurumsal,Banka Kartı,46.0,Kadın,Tamamlandı,4.6,0.0
2024-06-18,Adana,Ev & Yaşam,Havlu Seti,754.53,2,1509.06,Kurumsal,Kredi Kartı,18.0,Kadın,Tamamlandı,3.8,0.0
2024-06-19,İzmir,Kozmetik,Güneş Kremi,830.29,3,2490.87,Bireysel,Havale/EFT,18.0,Erkek,İptal Edildi,4.2,0.0
2024-06-19,Ankara,Spor,Yoga Matı,2433.35,2,4866.7,Bireysel,Banka Kartı,36.0,Kadın,Tamamlandı,3.5,0.0
2024-06-20,İstanbul,Gıda,Zeytinyağı,194.5,2,389.0,Bireysel,Banka Kartı,46.0,Kadın,Beklemede,4.6,0.0
2024-06-20,Samsun,Ev & Yaşam,Nevresim Takımı,531.4,1,531.4,Bireysel,Kredi Kartı,18.0,Kadın,Tamamlandı,,0.0
2024-06-20,İstanbul,Kitap & Kırtasiye,Defter,69.86,3,209.58,Bireysel,Havale/EFT,18.0,Kadın,İptal Edildi,4.7,0.0
2024-06-21,Ankara,Elektronik,Dizüstü Bilgisayar,15364.55,3,46093.65,Premium,Banka Kartı,34.0,Kadın,Tamamlandı,2.7,0.17
2024-06-21,Gaziantep,Giyim,Ceket,647.07,1,647.07,Bireysel,Havale/EFT,28.0,Erkek,İade Edildi,3.8,0.0
2024-06-21,İstanbul,Ev & Yaşam,Havlu Seti,1016.29,1,1016.29,Kurumsal,Kredi Kartı,43.0,Erkek,Tamamlandı,4.1,0.0
2024-06-22,İstanbul,Ev & Yaşam,Mum,570.18,9,5131.62,Bireysel,Kredi Kartı,46.0,Erkek,Tamamlandı,3.8,0.0
2024-06-23,İstanbul,Spor,Yoga Matı,1504.51,4,6018.04,Kurumsal,Kredi Kartı,36.0,Kadın,Tamamlandı,3.5,0.2
2024-06-24,Gaziantep,Kozmetik,Güneş Kremi,1156.77,2,2313.54,Bireysel,Kapıda Ödeme,35.0,Erkek,Beklemede,4.1,0.11
2024-06-25,Antalya,Kitap & Kırtasiye,Boyama Kitabı,187.23,3,561.69,Premium,Kredi Kartı,26.0,Kadın,Tamamlandı,2.3,0.0
2024-06-25,İstanbul,Kozmetik,Güneş Kremi,601.69,4,2406.76,Kurumsal,Kapıda Ödeme,22.0,Erkek,Tamamlandı,3.7,0.0
2024-06-25,Samsun,Gıda,Kahve,273.63,2,547.26,Bireysel,Banka Kartı,34.0,Kadın,Tamamlandı,3.9,0.0
2024-06-26,Samsun,Gıda,Kuruyemiş,300.62,2,601.24,Bireysel,Kredi Kartı,40.0,Erkek,Tamamlandı,3.7,0.13
2024-06-26,İstanbul,Gıda,Bal,252.99,1,252.99,Kurumsal,Banka Kartı,24.0,Erkek,İptal Edildi,3.0,0.0
2024-06-27,İstanbul,Spor,Koşu Ayakkabısı,1555.6,6,9333.6,Kurumsal,Kredi Kartı,32.0,Erkek,Tamamlandı,5.0,0.09
2024-06-27,Gaziantep,Gıda,Kahve,278.88,2,557.76,Kurumsal,Kredi Kartı,30.0,Kadın,Tamamlandı,2.1,0.18
2024-06-28,İstanbul,Kitap & Kırtasiye,Defter,281.81,1,281.81,Kurumsal,Havale/EFT,53.0,Erkek,Tamamlandı,2.7,0.0
2024-06-28,İstanbul,Kozmetik,Güneş Kremi,77.68,1,77.68,Bireysel,Kredi Kartı,40.0,Erkek,Tamamlandı,2.6,0.0
2024-06-29,İstanbul,Kozmetik,Güneş Kremi,256.44,3,769.32,Bireysel,Banka Kartı,42.0,Erkek,Tamamlandı,4.3,0.0
2024-06-30,Bursa,Spor,Spor Çantası,543.82,3,1631.46,Premium,Kredi Kartı,31.0,Kadın,Tamamlandı,3.3,0.29
2024-06-30,Ankara,Giyim,Elbise,561.96,1,561.96,Bireysel,Kapıda Ödeme,25.0,Kadın,Tamamlandı,3.8,0.26
2024-06-30,Adana,Giyim,Elbise,2101.29,1,2101.29,Bireysel,Banka Kartı,27.0,Erkek,Tamamlandı,3.6,0.0
2024-06-30,Antalya,Giyim,Ayakkabı,730.64,2,1461.28,Bireysel,Banka Kartı,29.0,Erkek,İade Edildi,5.0,0.0
2024-07-01,Samsun,Ev & Yaşam,Dekoratif Vazo,1125.89,10,11258.9,Premium,Havale/EFT,31.0,Erkek,İptal Edildi,4.8,0.0
2024-07-01,Konya,Ev & Yaşam,Mum,716.47,1,716.47,Bireysel,Havale/EFT,36.0,Erkek,İptal Edildi,4.2,0.0
2024-07-02,İstanbul,Kitap & Kırtasiye,Defter,88.56,1,88.56,Premium,Havale/EFT,27.0,Erkek,Tamamlandı,3.9,0.12
2024-07-02,Bursa,Kozmetik,Nemlendirici Krem,477.72,1,477.72,Bireysel,Banka Kartı,19.0,Kadın,Tamamlandı,3.7,0.17
2024-07-04,Antalya,Gıda,Bal,374.14,2,748.28,Bireysel,Havale/EFT,49.0,Kadın,İade Edildi,4.8,0.0
2024-07-05,Adana,Kozmetik,Nemlendirici Krem,684.81,5,3424.05,Bireysel,Banka Kartı,29.0,Kadın,Tamamlandı,4.1,0.0
2024-07-05,İzmir,Ev & Yaşam,Nevresim Takımı,1259.77,3,3779.31,Bireysel,Kredi Kartı,42.0,Kadın,İptal Edildi,4.6,0.0
2024-07-06,İstanbul,Ev & Yaşam,Mum,607.55,2,1215.1,Bireysel,Kredi Kartı,44.0,Erkek,Tamamlandı,4.0,0.22
2024-07-06,Adana,Gıda,Zeytinyağı,188.56,2,377.12,Kurumsal,Havale/EFT,40.0,Erkek,İade Edildi,4.3,0.24
2024-07-07,Ankara,Giyim,Ayakkabı,936.84,2,1873.68,Kurumsal,Kredi Kartı,51.0,Erkek,İptal Edildi,2.7,0.0
2024-07-08,Konya,Spor,Dambıl Seti,2749.61,4,10998.44,Bireysel,Kredi Kartı,47.0,Kadın,Tamamlandı,2.8,0.24
2024-07-08,İstanbul,Elektronik,Dizüstü Bilgisayar,22365.49,3,67096.47,Premium,Havale/EFT,30.0,Kadın,İptal Edildi,3.2,0.0
2024-07-08,Konya,Spor,Dambıl Seti,879.36,1,879.36,Premium,Banka Kartı,32.0,Erkek,Tamamlandı,2.8,0.0
2024-07-08,Antalya,Elektronik,Akıllı Telefon,18430.88,4,73723.52,Bireysel,Kredi Kartı,37.0,Erkek,Tamamlandı,4.9,0.2
2024-07-08,Antalya,Kozmetik,Ruj,316.95,2,633.9,Bireysel,Havale/EFT,54.0,Erkek,Tamamlandı,5.0,0.0
2024-07-09,Bursa,Ev & Yaşam,Yastık,1268.5,3,3805.5,Bireysel,Banka Kartı,18.0,Kadın,İade Edildi,1.9,0.0
2024-07-09,İstanbul,Spor,Dambıl Seti,1032.89,2,2065.78,Bireysel,Kredi Kartı,25.0,Kadın,Tamamlandı,4.3,0.0
2024-07-10,Gaziantep,Ev & Yaşam,Mum,131.09,6,786.54,Bireysel,Havale/EFT,33.0,Kadın,Tamamlandı,5.0,0.0
2024-07-10,Gaziantep,Giyim,Tişört,2109.99,6,12659.94,Premium,Kredi Kartı,25.0,Kadın,Beklemede,2.7,0.0
2024-07-10,Ankara,Giyim,Pantolon,1923.77,1,1923.77,Kurumsal,Kredi Kartı,35.0,Erkek,Tamamlandı,4.2,0.0
2024-07-10,Gaziantep,Ev & Yaşam,Nevresim Takımı,224.55,1,224.55,Kurumsal,Banka Kartı,25.0,Erkek,İade Edildi,2.3,0.23
2024-07-12,Antalya,Giyim,Pantolon,2017.98,1,2017.98,Bireysel,Kapıda Ödeme,32.0,Erkek,Tamamlandı,3.9,0.0
2024-07-12,Ankara,Gıda,Çay,476.74,4,1906.96,Bireysel,Kredi Kartı,40.0,Kadın,Tamamlandı,4.0,0.0
2024-07-12,Antalya,Giyim,Ceket,2305.9,3,6917.7,Bireysel,Kredi Kartı,35.0,Erkek,Tamamlandı,4.4,0.2
2024-07-13,İstanbul,Spor,Spor Çantası,2723.38,6,16340.28,Kurumsal,Kapıda Ödeme,20.0,Kadın,Tamamlandı,5.0,0.0
2024-07-13,Antalya,Spor,Yoga Matı,998.52,3,2995.56,Bireysel,Havale/EFT,50.0,Erkek,Tamamlandı,3.5,0.2
2024-07-13,Ankara,Elektronik,Akıllı Saat,16206.61,1,16206.61,Kurumsal,Kredi Kartı,30.0,Erkek,Tamamlandı,5.0,0.3
2024-07-14,Konya,Elektronik,Dizüstü Bilgisayar,13196.04,3,39588.12,Bireysel,Kredi Kartı,28.0,Kadın,Tamamlandı,4.0,0.0
2024-07-14,İstanbul,Elektronik,Akıllı Saat,20490.92,6,122945.52,Premium,Kapıda Ödeme,27.0,Kadın,Tamamlandı,4.7,0.0
2024-07-14,Antalya,Elektronik,Akıllı Saat,7723.02,2,15446.04,Premium,Banka Kartı,,Kadın,Tamamlandı,4.9,0.0
2024-07-16,İzmir,Spor,Pilates Bandı,214.97,1,214.97,Kurumsal,Banka Kartı,40.0,Kadın,İptal Edildi,3.5,0.22
2024-07-16,Ankara,Gıda,Bal,79.92,2,159.84,Bireysel,Banka Kartı,29.0,Kadın,Tamamlandı,2.5,0.0
2024-07-18,İstanbul,Giyim,Pantolon,256.02,2,512.04,Kurumsal,Banka Kartı,59.0,Erkek,Tamamlandı,2.5,0.0
2024-07-19,Ankara,Ev & Yaşam,Mum,162.92,5,814.6,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,3.1,0.0
2024-07-19,Bursa,Spor,Yoga Matı,2694.99,7,18864.93,Bireysel,Kredi Kartı,39.0,Erkek,Tamamlandı,4.4,0.0
2024-07-19,Bursa,Ev & Yaşam,Nevresim Takımı,215.25,2,430.5,Bireysel,Kredi Kartı,28.0,Kadın,Tamamlandı,3.2,0.0
2024-07-19,İstanbul,Gıda,Kuruyemiş,73.45,5,367.25,Kurumsal,Havale/EFT,29.0,Kadın,Tamamlandı,4.1,0.0
2024-07-19,Gaziantep,Kozmetik,Ruj,56.26,3,168.78,Kurumsal,Havale/EFT,39.0,Erkek,Tamamlandı,4.6,0.0
2024-07-20,Konya,Giyim,Elbise,220.94,1,220.94,Kurumsal,Kredi Kartı,26.0,Kadın,Beklemede,2.9,0.12
2024-07-20,Adana,Giyim,Ceket,489.37,3,1468.11,Bireysel,Kredi Kartı,26.0,Kadın,Tamamlandı,5.0,0.0
2024-07-21,İzmir,Ev & Yaşam,Yastık,545.28,4,2181.12,Premium,Havale/EFT,24.0,Kadın,Tamamlandı,4.4,0.0
2024-07-21,Trabzon,Spor,Yoga Matı,1009.06,1,1009.06,Kurumsal,Banka Kartı,47.0,Erkek,Tamamlandı,,0.21
2024-07-22,Bursa,Elektronik,Kulaklık,24647.22,1,24647.22,Bireysel,Kapıda Ödeme,30.0,Kadın,Tamamlandı,2.2,0.0
2024-07-23,İstanbul,Elektronik,Dizüstü Bilgisayar,10763.86,1,10763.86,Bireysel,Havale/EFT,31.0,Kadın,İptal Edildi,2.5,0.0
2024-07-24,Gaziantep,Kitap & Kırtasiye,Kalem Seti,41.03,1,41.03,Bireysel,Kredi Kartı,27.0,Kadın,Tamamlandı,4.6,0.0
2024-07-25,Gaziantep,Spor,Pilates Bandı,2549.55,2,5099.1,Bireysel,Kredi Kartı,34.0,Erkek,Tamamlandı,2.9,0.24
2024-07-25,Samsun,Giyim,Ceket,1014.82,1,1014.82,Bireysel,Kapıda Ödeme,18.0,Kadın,Tamamlandı,4.1,0.0
2024-07-26,Bursa,Giyim,Tişört,1860.93,1,1860.93,Kurumsal,Havale/EFT,39.0,Kadın,Tamamlandı,5.0,0.0
2024-07-27,İzmir,Ev & Yaşam,Nevresim Takımı,862.17,2,1724.34,Premium,Kredi Kartı,47.0,Kadın,Tamamlandı,4.9,0.0
2024-07-28,Bursa,Elektronik,Tablet,13122.21,2,26244.42,Bireysel,Havale/EFT,56.0,Kadın,Tamamlandı,4.2,0.0
2024-07-28,Antalya,Ev & Yaşam,Dekoratif Vazo,177.81,1,177.81,Premium,Kapıda Ödeme,53.0,Kadın,Tamamlandı,4.4,0.0
2024-07-30,Ankara,Kitap & Kırtasiye,Defter,48.15,3,144.45,Bireysel,Kredi Kartı,39.0,Erkek,Tamamlandı,,0.0
2024-07-31,Ankara,Ev & Yaşam,Mum,1450.13,2,2900.26,Bireysel,Kredi Kartı,39.0,Kadın,İade Edildi,4.1,0.25
2024-08-01,Konya,Spor,Dambıl Seti,1165.36,2,2330.72,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,2.1,0.16
2024-08-02,Gaziantep,Gıda,Kahve,469.0,2,938.0,Bireysel,Havale/EFT,30.0,Erkek,İptal Edildi,2.7,0.0
2024-08-02,İzmir,Gıda,Çay,75.45,5,377.25,Bireysel,Banka Kartı,18.0,Erkek,İade Edildi,3.2,0.0
2024-08-02,İstanbul,Kitap & Kırtasiye,Kalem Seti,193.99,1,193.99,Kurumsal,Banka Kartı,37.0,Erkek,Tamamlandı,3.9,0.28
2024-08-03,İstanbul,Kozmetik,Göz Farı,112.97,5,564.85,Bireysel,Banka Kartı,38.0,Kadın,Tamamlandı,3.7,0.0
2024-08-03,Konya,Elektronik,Kulaklık,17003.44,1,17003.44,Kurumsal,Banka Kartı,,Kadın,Tamamlandı,4.8,0.0
2024-08-03,Gaziantep,Spor,Koşu Ayakkabısı,745.57,1,745.57,Bireysel,Kapıda Ödeme,28.0,Erkek,Tamamlandı,5.0,0.29
2024-08-04,Ankara,Elektronik,Akıllı Saat,6654.2,4,26616.8,Premium,Kapıda Ödeme,33.0,Erkek,Beklemede,2.7,0.0
2024-08-04,Adana,Ev & Yaşam,Dekoratif Vazo,297.17,8,2377.36,Bireysel,Kredi Kartı,44.0,Erkek,İptal Edildi,3.9,0.17
2024-08-04,İstanbul,Kitap & Kırtasiye,Defter,51.87,3,155.61,Kurumsal,Kredi Kartı,18.0,Erkek,İptal Edildi,4.3,0.0
2024-08-04,Samsun,Gıda,Bal,281.36,3,844.08,Bireysel,Kapıda Ödeme,32.0,Kadın,Tamamlandı,4.0,0.0
2024-08-04,Ankara,Giyim,Elbise,692.74,7,4849.18,Kurumsal,Kredi Kartı,32.0,Kadın,Tamamlandı,4.8,0.0
2024-08-05,Konya,Kozmetik,Ruj,357.23,9,3215.07,Premium,Kapıda Ödeme,38.0,Kadın,Tamamlandı,4.2,0.18
2024-08-05,İstanbul,Elektronik,Akıllı Telefon,18694.58,2,37389.16,Bireysel,Kredi Kartı,,Kadın,Tamamlandı,3.8,0.0
2024-08-05,Ankara,Gıda,Çay,352.74,5,1763.7,Bireysel,Kredi Kartı,36.0,Erkek,Tamamlandı,4.5,0.0
2024-08-07,İzmir,Ev & Yaşam,Nevresim Takımı,899.42,4,3597.68,Kurumsal,Banka Kartı,18.0,Erkek,İptal Edildi,3.3,0.0
2024-08-07,Antalya,Kitap & Kırtasiye,Defter,297.61,2,595.22,Bireysel,Kredi Kartı,38.0,Kadın,Tamamlandı,4.3,0.0
2024-08-07,İstanbul,Kitap & Kırtasiye,Kalem Seti,176.96,1,176.96,Bireysel,Banka Kartı,43.0,Kadın,Tamamlandı,3.0,0.0
2024-08-07,Bursa,Giyim,Elbise,326.55,6,1959.3,Premium,Kredi Kartı,25.0,Kadın,Tamamlandı,3.5,0.08
2024-08-09,İstanbul,Kozmetik,Ruj,740.4,3,2221.2,Bireysel,Havale/EFT,65.0,Kadın,Beklemede,3.7,0.0
2024-08-10,Trabzon,Giyim,Tişört,2047.8,1,2047.8,Kurumsal,Banka Kartı,35.0,Kadın,Tamamlandı,3.6,0.0
2024-08-10,Trabzon,Giyim,Elbise,1969.25,7,13784.75,Bireysel,Kredi Kartı,41.0,Erkek,Tamamlandı,4.8,0.07
2024-08-10,Antalya,Ev & Yaşam,Nevresim Takımı,1414.09,3,4242.27,Bireysel,Havale/EFT,32.0,Kadın,Tamamlandı,,0.19
2024-08-10,Gaziantep,Elektronik,Akıllı Telefon,10670.13,2,21340.26,Bireysel,Kredi Kartı,26.0,Erkek,Beklemede,3.9,0.17
2024-08-11,İstanbul,Giyim,Ceket,460.43,3,1381.29,Kurumsal,Havale/EFT,34.0,Kadın,Tamamlandı,3.8,0.0
2024-08-12,Ankara,Elektronik,Tablet,19554.33,5,97771.65,Bireysel,Havale/EFT,19.0,Erkek,Tamamlandı,4.6,0.0
2024-08-12,İstanbul,Kozmetik,Ruj,134.51,2,269.02,Bireysel,Havale/EFT,38.0,Erkek,Tamamlandı,4.2,0.29
2024-08-12,İstanbul,Elektronik,Akıllı Saat,8768.19,1,8768.19,Bireysel,Banka Kartı,20.0,Kadın,Tamamlandı,3.9,0.29
2024-08-12,İstanbul,Ev & Yaşam,Dekoratif Vazo,359.64,2,719.28,Kurumsal,Kredi Kartı,33.0,Erkek,Tamamlandı,4.1,0.0
2024-08-12,İstanbul,Kitap & Kırtasiye,Boyama Kitabı,150.21,7,1051.47,Bireysel,Kredi Kartı,42.0,Kadın,Tamamlandı,3.3,0.24
2024-08-13,İstanbul,Elektronik,Akıllı Saat,21807.55,1,21807.55,Kurumsal,Kredi Kartı,41.0,Kadın,Tamamlandı,5.0,0.29
2024-08-13,Antalya,Kitap & Kırtasiye,Kalem Seti,181.91,8,1455.28,Kurumsal,Havale/EFT,43.0,Erkek,Tamamlandı,3.5,0.29
2024-08-14,Konya,Gıda,Çay,349.72,3,1049.16,Bireysel,Banka Kartı,22.0,Erkek,İptal Edildi,1.3,0.0
2024-08-14,İzmir,Giyim,Elbise,1772.86,1,1772.86,Bireysel,Kapıda Ödeme,34.0,Kadın,Tamamlandı,5.0,0.0
2024-08-14,İstanbul,Ev & Yaşam,Mum,144.65,2,289.3,Bireysel,Havale/EFT,29.0,Erkek,İptal Edildi,4.3,0.0
2024-08-15,İstanbul,Ev & Yaşam,Dekoratif Vazo,982.07,6,5892.42,Bireysel,Kredi Kartı,39.0,Kadın,Tamamlandı,4.0,0.08
2024-08-15,Adana,Spor,Koşu Ayakkabısı,2838.35,1,2838.35,Premium,Havale/EFT,23.0,Kadın,Beklemede,3.7,0.0
2024-08-16,İzmir,Kitap & Kırtasiye,Boyama Kitabı,238.11,2,476.22,Bireysel,Havale/EFT,44.0,Kadın,İade Edildi,4.2,0.0
2024-08-16,Samsun,Giyim,Pantolon,373.72,1,373.72,Bireysel,Kredi Kartı,24.0,Erkek,İade Edildi,3.4,0.0
2024-08-16,Gaziantep,Gıda,Kuruyemiş,421.01,5,2105.05,Bireysel,Kapıda Ödeme,38.0,Kadın,Tamamlandı,4.6,0.0
2024-08-16,İzmir,Elektronik,Akıllı Telefon,22390.99,2,44781.98,Bireysel,Kredi Kartı,36.0,Erkek,Tamamlandı,5.0,0.0
2024-08-16,Konya,Gıda,Çay,189.1,3,567.3,Kurumsal,Kredi Kartı,18.0,Kadın,Tamamlandı,2.6,0.0
2024-08-16,Samsun,Elektronik,Dizüstü Bilgisayar,2539.81,1,2539.81,Kurumsal,Kredi Kartı,32.0,Erkek,İade Edildi,4.6,0.0
2024-08-17,Konya,Elektronik,Kulaklık,5504.28,2,11008.56,Kurumsal,Havale/EFT,18.0,Erkek,İade Edildi,3.4,0.0
2024-08-17,Ankara,Elektronik,Akıllı Saat,7069.51,1,7069.51,Bireysel,Kapıda Ödeme,34.0,Kadın,Tamamlandı,3.2,0.12
2024-08-18,Samsun,Spor,Koşu Ayakkabısı,2951.02,2,5902.04,Bireysel,Banka Kartı,32.0,Kadın,Tamamlandı,3.5,0.0
2024-08-18,Antalya,Elektronik,Dizüstü Bilgisayar,21765.5,7,152358.5,Premium,Havale/EFT,22.0,Erkek,Tamamlandı,4.4,0.0
2024-08-18,İstanbul,Elektronik,Akıllı Saat,13411.69,3,40235.07,Bireysel,Havale/EFT,19.0,Kadın,Tamamlandı,2.2,0.0
2024-08-18,Konya,Ev & Yaşam,Mum,470.11,4,1880.44,Kurumsal,Banka Kartı,33.0,Kadın,Tamamlandı,2.0,0.12
2024-08-18,İstanbul,Kitap & Kırtasiye,Ajanda,200.53,1,200.53,Kurumsal,Kapıda Ödeme,45.0,Kadın,Tamamlandı,4.4,0.12
2024-08-20,Antalya,Gıda,Bal,34.62,2,69.24,Premium,Banka Kartı,23.0,Kadın,Tamamlandı,3.4,0.29
2024-08-20,Ankara,Giyim,Pantolon,1706.38,2,3412.76,Premium,Kredi Kartı,48.0,Erkek,İade Edildi,4.7,0.0
2024-08-20,Samsun,Ev & Yaşam,Mum,1260.71,2,2521.42,Bireysel,Banka Kartı,32.0,Kadın,Beklemede,5.0,0.28
2024-08-20,Konya,Ev & Yaşam,Dekoratif Vazo,480.96,2,961.92,Bireysel,Kredi Kartı,35.0,Kadın,İptal Edildi,4.3,0.08
2024-08-20,İzmir,Kozmetik,Parfüm,148.53,3,445.59,Bireysel,Kredi Kartı,18.0,Kadın,İptal Edildi,3.4,0.0
2024-08-20,Konya,Spor,Yoga Matı,191.89,6,1151.34,Bireysel,Havale/EFT,48.0,Erkek,Tamamlandı,3.6,0.18
2024-08-21,Konya,Elektronik,Tablet,21528.91,2,43057.82,Bireysel,Kredi Kartı,20.0,Kadın,Tamamlandı,2.8,0.0
2024-08-22,Antalya,Gıda,Kahve,462.42,3,1387.26,Kurumsal,Banka Kartı,53.0,Kadın,Beklemede,4.2,0.11
2024-08-22,Trabzon,Elektronik,Akıllı Saat,20833.52,3,62500.56,Bireysel,Banka Kartı,22.0,Erkek,Beklemede,3.0,0.0
2024-08-23,İstanbul,Giyim,Tişört,1033.94,2,2067.88,Bireysel,Banka Kartı,25.0,Erkek,İptal Edildi,4.3,0.0
2024-08-23,Konya,Gıda,Kahve,297.34,2,594.68,Kurumsal,Kredi Kartı,38.0,Erkek,Tamamlandı,4.1,0.0
2024-08-24,İstanbul,Giyim,Pantolon,2315.43,2,4630.86,Bireysel,Kredi Kartı,38.0,Erkek,Beklemede,5.0,0.0
2024-08-24,İstanbul,Giyim,Tişört,94.19,2,188.38,Bireysel,Kapıda Ödeme,37.0,Erkek,Tamamlandı,3.2,0.0
2024-08-26,İstanbul,Kozmetik,Parfüm,1156.31,7,8094.17,Bireysel,Banka Kartı,18.0,Kadın,Tamamlandı,3.9,0.0
2024-08-26,İstanbul,Ev & Yaşam,Yastık,1146.65,3,3439.95,Kurumsal,Havale/EFT,24.0,Kadın,Tamamlandı,3.3,0.0
2024-08-26,Bursa,Kozmetik,Güneş Kremi,230.31,4,921.24,Premium,Banka Kartı,48.0,Kadın,Tamamlandı,5.0,0.0
2024-08-26,Trabzon,Giyim,Pantolon,206.65,5,1033.25,Bireysel,Banka Kartı,32.0,Erkek,Tamamlandı,4.2,0.0
2024-08-28,Ankara,Giyim,Ayakkabı,828.92,1,828.92,Bireysel,Kapıda Ödeme,21.0,Kadın,İptal Edildi,3.8,0.0
2024-08-29,Adana,Spor,Pilates Bandı,2309.54,5,11547.7,Premium,Banka Kartı,63.0,Erkek,Tamamlandı,4.3,0.0
2024-08-29,İstanbul,Elektronik,Akıllı Telefon,2630.69,2,5261.38,Kurumsal,Kredi Kartı,38.0,Erkek,Tamamlandı,5.0,0.27
2024-08-30,Gaziantep,Gıda,Kahve,202.36,4,809.44,Bireysel,Kapıda Ödeme,27.0,Erkek,İptal Edildi,3.0,0.06
2024-08-30,Samsun,Giyim,Elbise,1522.67,7,10658.69,Premium,Kredi Kartı,40.0,Erkek,İptal Edildi,3.3,0.0
2024-08-31,İzmir,Gıda,Kuruyemiş,262.46,3,787.38,Bireysel,Kredi Kartı,58.0,Erkek,Tamamlandı,4.7,0.22
